muid,date,conmatch,matchup,prediction,ttq,conf,venue,team1,t1oe,t1de,t1py,t1wp,t1propt,team2,t2oe,t2de,t2py,t2wp,t2propt,tpro,t1qual,t2qual,gp,result,tempo,possessions,t1pts,t2pts,winner,loser,t1adjt,t2adjt,t1adjo,t1adjd,t2adjo,t2adjd,gamevalue,mismatch,blowout,t1elite,t2elite,ord_date,t1ppp,t2ppp,gameppp,t1rk,t2rk,t1gs,t2gs,gamestats,t1fun,t2fun,results
AmericanBoston University1-10,1/10/24,Pat at Pat,254 American at 343 Boston University,"American -3.2, 70-67 (63%)",34.67672798604316,1,0,American,103.57554922628748,112.95193239963145,0.2696099943028394,0.6324606155822485,70.25719601053156,Boston University,93.48154766127786,106.87116425106224,0.1766240168887569,0.3675393844177514,67.01817336720842,66.41089691605106,,,0,,,,,,,,,,,,,,,,,0.9688621586224848,0.9704924589398876,738895,,,,254,343,,,,,,
EvansvilleBradley1-10,1/10/24,MVC at MVC,265 Evansville at 89 Bradley,"Bradley -13.9, 77-63 (91%)",33.198228071157104,1,0,Evansville,98.20796406728932,108.20185867249825,0.2470367769325705,0.0925617681193521,63.11650580459444,Bradley,108.7565589002792,98.25078802244217,0.7628321946382673,0.907438231880648,76.97512036011798,68.4426026361032,,,0,,,,,,,,,,,,,,,,,0.6748137631856702,0.9736872039070502,738895,,,,265,89,,,,,,
Chicago St.Fairleigh Dickinson1-10,1/10/24,ind at NEC,322 Chicago St. at 311 Fairleigh Dickinson,"Fairleigh Dickinson -5.1, 82-77 (68%)",32.90989620855904,0,0,Chicago St.,96.43159215387456,112.30682612418693,0.1477184367164524,0.3223552012822406,76.5249593876849,Fairleigh Dickinson,106.78345872150403,116.58233864255637,0.2670503619877004,0.6776447987177594,81.63213307962417,71.222518327162,,,0,,,,,,,,,,,,,,,,,0.9482379673480726,0.9859247835385986,738895,,,,322,311,,,,,,
Georgia SouthernMarshall1-10,1/10/24,SB at SB,306 Georgia Southern at 160 Marshall,"Marshall -13.0, 85-72 (87%)",32.61999602039415,1,0,Georgia Southern,98.78332995679754,112.79015766515884,0.1787407392934278,0.1290084190122955,72.19719028337235,Marshall,105.44617269500172,101.9757668462681,0.5950428524749386,0.8709915809877045,85.23965422229371,74.99045224393548,,,0,,,,,,,,,,,,,,,,,0.8195729202057127,0.9823889030521112,738895,,,,306,160,,,,,,
Southern IllinoisValparaiso1-10,1/10/24,MVC at MVC,136 Southern Illinois at 330 Valparaiso,"Southern Illinois -7.1, 68-61 (78%)",32.52073806421536,1,0,Southern Illinois,102.17263163909358,102.06038772621729,0.5031600863194801,0.7791641964889873,68.0168768769483,Valparaiso,94.846264641157,105.71989805998116,0.2230184963815627,0.2208358035110127,60.954085072580185,65.88577966523933,,,0,,,,,,,,,,,,,,,,,0.9587694310794772,0.9230064849481242,738895,,,,136,330,,,,,,
Jacksonville St.Liberty1-10,1/10/24,CUSA at CUSA,255 Jacksonville St. at 60 Liberty,"Liberty -14.8, 72-58 (93%)",31.315531765584087,1,0,Jacksonville St.,98.19392136064975,107.16666412214384,0.2678475931495748,0.0680993931310258,57.746211277001365,Liberty,112.58102575796715,97.86739264785454,0.833506787184809,0.931900606868974,72.4979601307839,62.87343552669727,Jacksonville St.,,0,,,,,,,,,,,,,,,,,0.5714137470981546,0.9707482037931152,738895,,,,255,60,,,,,,
The CitadelFurman1-10,1/10/24,SC at SC,289 The Citadel at 134 Furman,"Furman -12.7, 81-68 (88%)",30.571621213254453,1,0,The Citadel,98.48519779148856,110.75212248667988,0.2058759963886596,0.1225345781301009,68.08701092779793,Furman,111.43800011943269,105.60125296171012,0.6499179780962429,0.8774654218698991,80.79967308766015,68.4999972954293,,,0,,,,,,,,,,,,,,,,,0.7823868129226323,0.9790925613388384,738895,,,,289,134,,,,,,
NavyHoly Cross1-10,1/10/24,Pat at Pat,327 Navy at 325 Holy Cross,"Holy Cross -3.3, 66-62 (65%)",28.63893577135866,1,0,Navy,91.97520949825594,107.73805604723933,0.1395402623724133,0.3541777112245211,62.38435871648924,Holy Cross,101.1452520875302,112.44952024441032,0.2282202444630063,0.6458222887754789,65.72974671624095,63.11224670037621,,,0,,,,,,,,,,,,,,,,,0.9575762461988374,0.9868184664599332,738895,,,,327,325,,,,,,
LafayetteColgate1-10,1/10/24,Pat at Pat,290 Lafayette at 112 Colgate,"Colgate -13.6, 74-60 (91%)",28.533672461380537,1,0,Lafayette,95.84703773951652,107.8234492964169,0.2052125638010417,0.0883213617034541,60.49291701481403,Colgate,109.83022079358835,100.85604782137275,0.7271632140109138,0.9116786382965458,74.10695414425027,65.47721583253657,,,0,,,,,,,,,,,,,,,,,0.7146408706180417,0.979175565810916,738895,,,,290,112,,,,,,
BucknellLehigh1-10,1/10/24,Pat at Pat,337 Bucknell at 258 Lehigh,"Lehigh -10.0, 76-66 (84%)",23.28071891340183,1,0,Bucknell,94.94220378884944,113.57486678704524,0.1129726557582213,0.1645563635542143,66.10792918508702,Lehigh,100.77663094573188,104.67091637403432,0.3926896674870376,0.8354436364457857,76.13954725439302,69.60405423826553,,,0,,,,,,,,,,,,,,,,,0.9116805345297584,0.9896184120676256,738895,,,,337,258,,,,,,
Charleston SouthernGardner Webb1-10,1/10/24,BSth at BSth,335 Charleston Southern at 184 Gardner Webb,"Gardner Webb -13.3, 74-61 (91%)",20.14428256294737,1,0,Charleston Southern,97.52743824304844,116.36709357296364,0.1159776920945523,0.0944458530574233,61.018267275128565,Gardner Webb,100.7340347900886,98.74421030937954,0.5571086867187841,0.9055541469425766,74.27246367544184,66.29606191197992,,,0,,,,,,,,,,,,,,,,,0.841425490043692,0.9893093760654044,738895,,,,335,184,,,,,,
Michigan St.Illinois1-11,1/11/24,B10 at B10,15 Michigan St. at 40 Illinois,"Illinois -0.3, 70-69 (51%)",82.82338972796919,1,0,Michigan St.,112.30672589444076,95.215672821975,0.869724575728662,0.4876737606946893,68.72320017369468,Illinois,110.62266791268364,93.3865725656376,0.8752109982961278,0.5123262393053107,69.01853566447892,68.56137048376769,Michigan St.,Illinois,0,,,,,,,,,,,,,,,,,0.4876195728139845,0.6452054380444886,738896,,,,15,40,,,,,,
UCLAUtah1-11,1/11/24,P12 at P12,33 UCLA at 39 Utah,"Utah -3.0, 70-67 (62%)",72.27617536902376,1,0,UCLA,108.541439019079,95.67659892898772,0.810124640289847,0.3777666737919499,67.07144734844918,Utah,113.01976533226834,95.39343787404324,0.8754312295623967,0.62223332620805,70.04606334807379,67.7781827939978,UCLA,,0,,,,,,,,,,,,,,,,,0.4871153976818235,0.7399551227409776,738896,,,,33,39,,,,,,
Florida AtlanticTulane1-11,1/11/24,Amer at Amer,13 Florida Atlantic at 111 Tulane,"Florida Atlantic -6.7, 84-77 (72%)",68.1992860203862,1,0,Florida Atlantic,115.92264274655862,97.97882064105076,0.873688761730189,0.7209505833383236,84.08277783602064,Tulane,110.0449907824134,101.01359107009604,0.728058313227316,0.2790494166616764,77.42147710751384,75.13205800153271,,Tulane,0,,,,,,,,,,,,,,,,,0.7137189734033816,0.6370493793882984,738896,,,,13,111,,,,,,
MichiganMaryland1-11,1/11/24,B10 at B10,54 Michigan at 53 Maryland,"Maryland -3.7, 72-69 (65%)",66.92625749616337,1,0,Michigan,112.00252191945629,101.85917336865462,0.7487011608234692,0.353863528671735,68.5490055111014,Maryland,109.83492690384853,94.79265444746524,0.8447227850203999,0.6461364713282649,72.23360413936746,67.55616539531738,Michigan,,0,,,,,,,,,,,,,,,,,0.5509506220744113,0.8029537244268815,738896,,,,54,53,,,,,,
UNC GreensboroSamford1-11,1/11/24,SC at SC,95 UNC Greensboro at 167 Samford,"UNC Greensboro -1.3, 76-74 (55%)",63.62851352094098,1,0,UNC Greensboro,107.0155236787096,102.28866570772232,0.627033853858044,0.5485113994050008,75.61801309440924,Samford,108.08858156863909,105.0779898547819,0.5805069805124213,0.4514886005949992,74.3488158483221,70.36116844200227,,,0,,,,,,,,,,,,,,,,,0.8282754317332097,0.8783655587746207,738896,,,,95,167,,,,,,
Arizona St.Washington1-11,1/11/24,P12 at P12,78 Arizona St. at 62 Washington,"Washington -5.8, 76-70 (71%)",62.6264281333719,1,0,Arizona St.,103.00051893179167,97.13881426985994,0.6623578704546358,0.2873064171964619,70.20837312400073,Washington,112.57181073210386,98.10105711623822,0.8295330791385003,0.7126935828035381,75.97981982780492,72.70129181530085,Arizona St.,,0,,,,,,,,,,,,,,,,,0.5783459721039491,0.8608941162366528,738896,,,,78,62,,,,,,
Long Beach St.UC San Diego1-11,1/11/24,BW at BW,131 Long Beach St. at 209 UC San Diego,"Long Beach St. -0.5, 79-78 (52%)",61.71925786068661,1,0,Long Beach St.,106.54215159752076,106.0146645331589,0.5142655207813313,0.5186584138857745,78.86513623563305,UC San Diego,107.51953851798378,107.6841295652296,0.4956024248502234,0.4813415861142255,78.35473173801905,71.92472518063163,,,0,,,,,,,,,,,,,,,,,0.8716804870881847,0.9197885845262042,738896,,,,131,209,,,,,,
GonzagaSanta Clara1-11,1/11/24,WCC at WCC,10 Gonzaga at 132 Santa Clara,"Gonzaga -8.9, 81-72 (79%)",59.37487870387827,1,0,Gonzaga,115.1610472031436,96.88819772868906,0.879414704720562,0.7913679504747472,80.85433797157764,Santa Clara,108.24768687420988,102.26605421669112,0.6578456485130758,0.2086320495252528,72.00385067844496,71.83441157259529,,Santa Clara,0,,,,,,,,,,,,,,,,,0.7763637771570711,0.624725910273839,738896,,,,10,132,,,,,,
Louisiana TechMiddle Tennessee1-11,1/11/24,CUSA at CUSA,123 Louisiana Tech at 142 Middle Tennessee,"Middle Tennessee -1.6, 64-62 (57%)",56.73974898187353,1,0,Louisiana Tech,103.35873648065716,101.18625513227715,0.5607713674914792,0.4256750874690442,62.490220005911766,Middle Tennessee,104.46797522461604,99.64287617558244,0.6326987706877464,0.5743249125309557,64.1391658778742,63.48701752420883,,,0,,,,,,,,,,,,,,,,,0.7948638124795013,0.9048455046404044,738896,,,,123,142,,,,,,
HofstraNortheastern1-11,1/11/24,CAA at CAA,117 Hofstra at 215 Northeastern,"Hofstra -2.5, 74-72 (60%)",54.42423602160061,1,0,Hofstra,106.22308502980518,103.2609115625213,0.5806030205374747,0.5975227530394066,74.28244775469011,Northeastern,108.42374926380737,109.08482633688716,0.4825309981656951,0.4024772469605934,71.77336808685902,67.07632639705952,,,0,,,,,,,,,,,,,,,,,0.8774190745279699,0.8976430460851565,738896,,,,117,215,,,,,,
StanfordOregon St.1-11,1/11/24,P12 at P12,70 Stanford at 192 Oregon St.,"Stanford -4.0, 71-67 (66%)",54.08669949198715,1,0,Stanford,110.26278072553484,103.06942612897916,0.6847810682576035,0.6588298461711635,71.46213697431833,Oregon St.,102.60741901736414,101.56218808992504,0.5294029853980836,0.3411701538288365,67.48754512297532,66.76999251661655,,,0,,,,,,,,,,,,,,,,,0.8557661296446484,0.8482220449010562,738896,,,,70,192,,,,,,
San FranciscoSan Diego1-11,1/11/24,WCC at WCC,106 San Francisco at 225 San Diego,"San Francisco -3.4, 72-69 (63%)",54.04911649542153,1,0,San Francisco,103.56164696039878,100.05361396515262,0.597798390077943,0.6331788756083502,72.43947650012687,San Diego,102.87084483699834,104.21760813408922,0.4626749259430249,0.3668211243916498,69.0812742291026,70.22658845125761,,,0,,,,,,,,,,,,,,,,,0.8857339781509856,0.8909280094898295,738896,,,,106,225,,,,,,
BellarmineNorth Alabama1-11,1/11/24,ASun at ASun,197 Bellarmine at 216 North Alabama,"North Alabama -2.8, 73-70 (61%)",49.117881222177246,1,0,Bellarmine,103.8958476825056,108.65630243636193,0.3739732200261378,0.3908019942239618,70.2813573782951,North Alabama,103.30160356464498,103.9437614969729,0.4821908783153267,0.6091980057760382,73.04752504825099,68.09415564796437,,,0,,,,,,,,,,,,,,,,,0.877565507712006,0.953102788348105,738896,,,,197,216,,,,,,
South Dakota St.St. Thomas1-11,1/11/24,Sum at Sum,149 South Dakota St. at 256 St. Thomas,"South Dakota St. -1.7, 70-68 (57%)",48.9133551622853,1,0,South Dakota St.,104.7349056694783,105.96841434785787,0.466388478753389,0.5721442447876193,69.83594280633781,St. Thomas,105.24881087211222,109.213621872826,0.3952601592313047,0.4278557552123807,68.0932994578721,63.88178797339154,,,0,,,,,,,,,,,,,,,,,0.9108098069753668,0.932843061328241,738896,,,,149,256,,,,,,
Abilene ChristianGrand Canyon1-11,1/11/24,WAC at WAC,141 Abilene Christian at 79 Grand Canyon,"Grand Canyon -8.3, 76-68 (79%)",48.32849973597455,1,0,Abilene Christian,103.5116589885674,103.97713975609368,0.4871032785860368,0.2104036396674294,67.84697677786814,Grand Canyon,112.15473302725694,100.42054192711416,0.7808960501588579,0.7895963603325705,76.1156820099449,68.29438348523688,,,0,,,,,,,,,,,,,,,,,0.6519026529395476,0.927449394484604,738896,,,,141,79,,,,,,
Stephen F. AustinUtah Tech1-11,1/11/24,WAC at WAC,115 Stephen F. Austin at 271 Utah Tech,"Stephen F. Austin -5.8, 76-70 (71%)",47.76536365599455,1,0,Stephen F. Austin,104.9126577966566,101.70741041218518,0.5882709341531588,0.7146928282290689,76.07489531136149,Utah Tech,98.9984567202995,103.95179153921224,0.3632087038182191,0.2853071717709311,70.23644420431889,72.98738664357417,,,0,,,,,,,,,,,,,,,,,0.9212732145720564,0.8947055056277378,738896,,,,115,271,,,,,,
Old DominionGeorgia St.1-11,1/11/24,SB at SB,202 Old Dominion at 195 Georgia St.,"Georgia St. -4.1, 71-67 (66%)",45.76081918995702,1,0,Old Dominion,99.65877681490336,104.72091091961862,0.3612859607815412,0.3362267475783335,67.02415464634251,Georgia St.,105.67319134845592,104.66387595402088,0.5275639673874507,0.6637732524216665,71.10779531682309,67.23343452893725,,,0,,,,,,,,,,,,,,,,,0.8566746606676605,0.955482864060435,738896,,,,202,195,,,,,,
Stony BrookTowson1-11,1/11/24,CAA at CAA,189 Stony Brook at 213 Towson,"Towson -2.2, 65-62 (60%)",45.38518322154978,1,0,Stony Brook,103.600240021577,107.76819157662712,0.3885067568723369,0.3999287260650176,62.446791620798784,Towson,103.21199507999658,103.64217245065936,0.48804446629533,0.6000712739349823,64.6894753774096,60.852605662458814,,,0,,,,,,,,,,,,,,,,,0.875025147878201,0.9502705263133202,738896,,,,189,213,,,,,,
Tarleton St.Cal Baptist1-11,1/11/24,WAC at WAC,194 Tarleton St. at 180 Cal Baptist,"Cal Baptist -4.1, 67-62 (68%)",44.20816051319538,1,0,Tarleton St.,99.40847092083636,103.68723181765264,0.3811596550547965,0.3242585855643703,62.40588823584785,Cal Baptist,104.7060087233614,102.45755991924564,0.5620879381401052,0.6757414144356297,66.52043059590397,64.10980927114667,,,0,,,,,,,,,,,,,,,,,0.8387110331314988,0.951716833273608,738896,,,,194,180,,,,,,
North Dakota St.UMKC1-11,1/11/24,Sum at Sum,205 North Dakota St. at 305 UMKC,"North Dakota St. -2.0, 70-68 (58%)",43.98978354411933,1,0,North Dakota St.,102.80671786552494,108.0791111538883,0.360050065431879,0.584060866546375,69.85488691212755,UMKC,99.3565112064036,107.58121820156924,0.2860567787664413,0.415939133453625,67.82299118840727,66.08534475881714,,,0,,,,,,,,,,,,,,,,,0.9433701212137312,0.955710289001466,738896,,,,205,305,,,,,,
New Mexico St.FIU1-11,1/11/24,CUSA at CUSA,248 New Mexico St. at 233 FIU,"FIU -4.8, 78-73 (67%)",43.641223407691726,1,0,New Mexico St.,101.9776814152538,110.70019848188812,0.2801285580641907,0.3252481060161167,73.18300809261248,FIU,102.66108817627192,104.5899743908036,0.4466866229746406,0.6747518939838832,77.97750394314896,71.79288149829205,,,0,,,,,,,,,,,,,,,,,0.8921002621711578,0.9689429405505292,738896,,,,248,233,,,,,,
BinghamtonBryant1-11,1/11/24,AE at AE,251 Binghamton at 201 Bryant,"Bryant -6.7, 80-74 (73%)",42.90716881912704,1,0,Binghamton,100.44380479094328,109.25350198906146,0.2755121135091656,0.2688848310794525,73.62520885132334,Bryant,103.66433212608764,103.3632026745572,0.5083628204178416,0.7311151689205475,80.3160141854251,74.1999726663045,,,0,,,,,,,,,,,,,,,,,0.865861769709824,0.9696279310694164,738896,,,,251,201,,,,,,
North DakotaNebraska Omaha1-11,1/11/24,Sum at Sum,267 North Dakota at 288 Nebraska Omaha,"Nebraska Omaha -2.4, 76-74 (59%)",42.738834364819965,1,0,North Dakota,100.86480002435204,111.2167724079729,0.2453529737401314,0.4080238748033399,73.50156047499027,Nebraska Omaha,103.691222803589,110.69266892521982,0.3205137922996469,0.5919761251966601,75.91897783353485,68.8817840602052,,,0,,,,,,,,,,,,,,,,,0.9339937595529288,0.9739186636891012,738896,,,,267,288,,,,,,
PortlandSaint Mary's1-11,1/11/24,WCC at WCC,150 Portland at 25 Saint Mary's,"Saint Mary's -13.9, 77-63 (91%)",42.63718826037531,1,0,Portland,108.00990184740375,109.37071005825608,0.464066438829815,0.0903922971463991,62.64446489604257,Saint Mary's,112.30007652832978,93.03025977298029,0.8970503431729698,0.9096077028536008,76.57305647918726,65.23207854157235,Portland,,0,,,,,,,,,,,,,,,,,0.433751056533136,0.933425407766579,738896,,,,150,25,,,,,,
Southern MissLouisiana Monroe1-11,1/11/24,SB at SB,154 Southern Miss at 295 Louisiana Monroe,"Southern Miss -3.8, 70-67 (66%)",42.50771942896685,1,0,Southern Miss,103.79209824476769,105.27524470565136,0.4592984521331527,0.6551780604215754,70.49614576832275,Louisiana Monroe,100.0288094876517,107.28214676379008,0.3089471413909395,0.3448219395784245,66.66916042702317,66.24299270940453,,,0,,,,,,,,,,,,,,,,,0.9372243223361436,0.934607728059011,738896,,,,154,295,,,,,,
Utah ValleyUT Arlington1-11,1/11/24,WAC at WAC,224 Utah Valley at 168 UT Arlington,"UT Arlington -6.5, 73-67 (74%)",42.49505994278524,1,0,Utah Valley,96.2899649790585,102.70695326870502,0.3225821004242113,0.2566046964234931,66.94405910951879,UT Arlington,107.22402190494968,104.26556295716853,0.5797532396294547,0.7433953035765068,73.431442637018,69.76802659019224,,,0,,,,,,,,,,,,,,,,,0.8287151231105981,0.962257171505188,738896,,,,224,168,,,,,,
Weber St.Sacramento St.1-11,1/11/24,BSky at BSky,127 Weber St. at 279 Sacramento St.,"Weber St. -5.0, 70-65 (70%)",40.78394164402076,1,0,Weber St.,102.87465944440244,101.50292120679048,0.5385168778912971,0.7021818336451432,70.17817745280277,Sacramento St.,103.58791228793638,110.12105834736288,0.331073027851428,0.2978181663548568,65.13447540854247,64.8171029948336,,,0,,,,,,,,,,,,,,,,,0.9309673583652972,0.9123108193566988,738896,,,,127,279,,,,,,
New HampshireMaine1-11,1/11/24,AE at AE,253 New Hampshire at 227 Maine,"Maine -5.0, 75-70 (69%)",40.68210624456093,1,0,New Hampshire,100.3533767907341,109.27502825481685,0.2729995386570101,0.3088632332448873,69.57576962938808,Maine,103.70051080342188,105.28163816294024,0.4566049916170782,0.6911367667551127,74.62343180954448,68.90325091641654,,,0,,,,,,,,,,,,,,,,,0.8881842403162474,0.969997494179338,738896,,,,253,227,,,,,,
South AlabamaJames Madison1-11,1/11/24,SB at SB,212 South Alabama at 65 James Madison,"James Madison -14.1, 82-68 (90%)",40.53954556309937,1,0,South Alabama,101.5271267259015,107.28129675320014,0.3466096500945982,0.1041205594030613,68.36569523397999,James Madison,114.42337977519026,100.27144933442888,0.8202851929970639,0.8958794405969386,82.4361370684247,70.26598925497215,South Alabama,,0,,,,,,,,,,,,,,,,,0.5938798448857419,0.9581347013946266,738896,,,,212,65,,,,,,
William & MaryHampton1-11,1/11/24,CAA at CAA,299 William & Mary at 309 Hampton,"Hampton -3.2, 80-77 (61%)",39.75813843615184,1,0,William & Mary,101.8194271520267,115.31046328342168,0.192956411291982,0.3865203867553286,77.24726003448846,Hampton,101.76147045052431,110.70711977697948,0.2750896504386376,0.6134796132446714,80.41350152674414,71.70396984317597,,,0,,,,,,,,,,,,,,,,,0.9462040361454228,0.9806868870895328,738896,,,,299,309,,,,,,
Morehead St.Eastern Illinois1-11,1/11/24,OVC at OVC,214 Morehead St. at 316 Eastern Illinois,"Morehead St. -2.5, 66-63 (61%)",39.715897405422254,1,0,Morehead St.,97.77338813870928,103.4280011747373,0.3437633718785406,0.6110814484924477,65.92881667398794,Eastern Illinois,99.3090423097599,109.26237754137728,0.2500345181001374,0.3889185515075523,63.38856128291926,64.57289945226913,,,0,,,,,,,,,,,,,,,,,0.9524264993621444,0.9586369104876572,738896,,,,214,316,,,,,,
PacificPepperdine1-11,1/11/24,WCC at WCC,257 Pacific at 179 Pepperdine,"Pepperdine -8.4, 80-71 (78%)",39.66563641920512,1,0,Pacific,97.85699811195975,107.06160745055368,0.2623445486125248,0.2165921464966193,71.3390152962189,Pepperdine,106.78234265359492,104.46950986874276,0.5626242255047319,0.7834078535033806,79.77721447611782,73.01498197985735,,,0,,,,,,,,,,,,,,,,,0.8384160461730634,0.9715397473813412,738896,,,,257,179,,,,,,
Texas St.Arkansas St.1-11,1/11/24,SB at SB,237 Texas St. at 188 Arkansas St.,"Arkansas St. -6.5, 73-67 (75%)",38.97993701935331,1,0,Texas St.,97.69070402460466,105.49662267242542,0.2923425051065629,0.2547949463756919,66.94505262508413,Arkansas St.,108.26334138549178,106.49705912702416,0.5471510289253128,0.7452050536243081,73.49327759250968,67.32772671578087,,,0,,,,,,,,,,,,,,,,,0.846725048257007,0.9670923777413414,738896,,,,237,188,,,,,,
Northern ArizonaMontana St.1-11,1/11/24,BSky at BSky,268 Northern Arizona at 247 Montana St.,"Montana St. -4.7, 70-66 (69%)",38.54780673878829,1,0,Northern Arizona,98.6157265549869,108.8206098613348,0.2437175441837062,0.3113634298138199,65.68611540873586,Montana St.,99.27781869999772,102.2448248625455,0.4161369271175961,0.6886365701861801,70.38002986998247,68.16357863627434,,,0,,,,,,,,,,,,,,,,,0.90351986582418,0.9741425919266112,738896,,,,268,247,,,,,,
LindenwoodSoutheast Missouri St.1-11,1/11/24,OVC at OVC,333 Lindenwood at 351 Southeast Missouri St.,"Southeast Missouri St. -1.6, 76-74 (56%)",36.77154639100525,1,0,Lindenwood,95.7007970839968,113.82305334195154,0.1198014000262578,0.4376435876796121,73.8940316131762,Southeast Missouri St.,94.64616757830863,110.14097583461611,0.1488586254003347,0.5623564123203879,75.52281195947532,73.35187258034276,,,0,,,,,,,,,,,,,,,,,0.974466281635262,0.9889133799900176,738896,,,,333,351,,,,,,
ElonCollege of Charleston1-11,1/11/24,CAA at CAA,262 Elon at 108 College of Charleston,"College of Charleston -14.0, 84-70 (89%)",35.76664151258859,1,0,Elon,102.32461936212238,112.52521330741668,0.2510893857658376,0.1109419338513018,70.32813334637889,College of Charleston,108.57857762885332,99.6367515991345,0.7287608973844114,0.8890580661486982,84.2797785264792,72.17648214443042,,,0,,,,,,,,,,,,,,,,,0.7129927711686451,0.9731263118317977,738896,,,,262,108,,,,,,
Appalachian St.Coastal Carolina1-11,1/11/24,SB at SB,109 Appalachian St. at 312 Coastal Carolina,"Appalachian St. -8.7, 74-66 (81%)",35.452598476539904,1,0,Appalachian St.,104.13424503220575,100.66018482213626,0.596331154726837,0.8071811823348775,74.21226778476566,Coastal Carolina,99.79278032901112,109.2533388148396,0.2608421837413615,0.1928188176651225,65.52458188427323,68.2517404298798,,,0,,,,,,,,,,,,,,,,,0.94978418308213,0.8915192494409522,738896,,,,109,312,,,,,,
Cal St. NorthridgeUC Davis1-11,1/11/24,BW at BW,281 Cal St. Northridge at 181 UC Davis,"UC Davis -10.0, 80-69 (83%)",34.97300039183202,1,0,Cal St. Northridge,98.94963429883828,110.862197135626,0.2129414585636715,0.174665845989656,69.49909203791653,UC Davis,102.6859526716513,100.5159423273346,0.5611001848526574,0.8253341540103439,79.5471284879063,73.11328664877081,,,0,,,,,,,,,,,,,,,,,0.839253004550808,0.9782007835261822,738896,,,,281,181,,,,,,
DelawareCampbell1-11,1/11/24,CAA at CAA,147 Delaware at 321 Campbell,"Delaware -5.9, 68-62 (74%)",33.22865591230999,1,0,Delaware,104.769493323529,105.6336610706448,0.4764010164936934,0.7386178844038215,68.25646875327648,Campbell,97.86593278384927,108.0012885022949,0.2435593445264717,0.2613821155961785,62.36112015851569,63.11700083151634,,,0,,,,,,,,,,,,,,,,,0.9539802491296362,0.9302815113230491,738896,,,,147,321,,,,,,
SeattleUT Rio Grande Valley1-11,1/11/24,WAC at WAC,125 Seattle at 336 UT Rio Grande Valley,"Seattle -10.2, 77-67 (84%)",32.67228259730549,1,0,Seattle,102.6752296790809,100.85257596611063,0.5513130917664806,0.8382703442872073,76.87171028277349,UT Rio Grande Valley,95.73274954310784,108.49769000329452,0.191632552324352,0.1617296557127927,66.6235694050369,72.20157759530328,,,0,,,,,,,,,,,,,,,,,0.9657012565636104,0.908093704301714,738896,,,,125,336,,,,,,
MonmouthUNC Wilmington1-11,1/11/24,CAA at CAA,266 Monmouth at 92 UNC Wilmington,"UNC Wilmington -13.8, 78-64 (90%)",32.369057786087815,1,0,Monmouth,99.5189905607291,109.70336975270138,0.2459253401982268,0.0952575686355639,63.75066543678542,UNC Wilmington,109.77949645448038,99.50028621684496,0.7559500598870562,0.904742431364436,77.53461459559132,67.36289578954441,,,0,,,,,,,,,,,,,,,,,0.6830245336666247,0.973840088399565,738896,,,,266,92,,,,,,
Cal St. BakersfieldUC Santa Barbara1-11,1/11/24,BW at BW,263 Cal St. Bakersfield at 171 UC Santa Barbara,"UC Santa Barbara -8.2, 72-64 (80%)",31.97396504094769,1,0,Cal St. Bakersfield,99.30136916480662,109.20824198563544,0.2509376842808376,0.1999721624995204,63.71141189775256,UC Santa Barbara,108.30061221393024,105.57752516253892,0.5726939158250868,0.8000278375004796,71.87483207876606,63.58531595544202,,,0,,,,,,,,,,,,,,,,,0.8327798377743695,0.9731474053698848,738896,,,,263,171,,,,,,
Eastern KentuckyCentral Arkansas1-11,1/11/24,ASun at ASun,133 Eastern Kentucky at 341 Central Arkansas,"Eastern Kentucky -10.1, 81-71 (82%)",31.593917221927597,1,0,Eastern Kentucky,105.7588521388181,105.54918952804684,0.505704979706693,0.8242620697067115,80.6861122989785,Central Arkansas,97.34505955466008,111.126411469932,0.1790681315998035,0.1757379302932885,70.53969696974293,71.83417193897863,,,0,,,,,,,,,,,,,,,,,0.9683538969995455,0.9222798871790164,738896,,,,133,341,,,,,,
Northern ColoradoMontana1-11,1/11/24,BSky at BSky,285 Northern Colorado at 183 Montana,"Montana -9.9, 77-67 (83%)",31.09757942516277,1,0,Northern Colorado,97.89607337347688,110.01456066595726,0.2071612645422478,0.1713860560543199,67.24292463781863,Montana,108.0060612309035,105.8332182830774,0.5581638420526027,0.8286139439456801,77.11832997031786,67.90873446381718,,,0,,,,,,,,,,,,,,,,,0.8408539204120805,0.9789314017081032,738896,,,,285,183,,,,,,
Idaho St.Portland St.1-11,1/11/24,BSky at BSky,282 Idaho St. at 163 Portland St.,"Portland St. -9.8, 73-63 (84%)",30.32111967899747,1,0,Idaho St.,96.4139448702393,108.1658387693354,0.2103744878689037,0.1588822029206183,63.08643019577188,Portland St.,105.76002367586472,102.64416854696336,0.5851373423439272,0.8411177970793817,72.92450349651438,66.70035377840317,,,0,,,,,,,,,,,,,,,,,0.8255497269942899,0.9785264349350112,738896,,,,282,163,,,,,,
UMBCVermont1-11,1/11/24,AE at AE,313 UMBC at 120 Vermont,"Vermont -16.9, 85-68 (93%)",28.742925235310228,1,0,UMBC,97.89713757066323,112.94965151293673,0.1618149178808395,0.0727657833422949,68.19404157806002,Vermont,110.95350929016848,102.59972212063415,0.710985385961734,0.927234216657705,85.08562436372826,71.0389559621228,,,0,,,,,,,,,,,,,,,,,0.7306915858162615,0.9843473917967496,738896,,,,313,120,,,,,,
